id_knihy;isbn;nazev;pocet_stran;rok_vydani;misto_vydani;nakladatel;vydani;druhy_id;jazyky_id;autor;edice
800;80-7226-983-6;Firewally a proxy-servery : praktický průvodce;450;2003;Brno;Computer Press;1;1;1;Strebe, Matthew -- Perkins, Charles Arthur;
801;80-85424-75-4;Architektury procesorů RISC;173;1992;Praha;Grada;;1;1;Strelec, Josef -- Líška, Miroslav;Nestůjte za dveřmi
805;80-85896-40-0;Počítače a komunikace;13;1996;Praha;Computer Press;1;1;1;Stuchlý, Vladimír;
806;80-7226-752-3;Tipy a triky pro Macromedia Flash;128;2002;Praha;Computer Press;1;1;1;Sudacki, Lukáš;Rychle a jistě
807;0-471-13326-4;ISDN - How to Get a High-Speed Connectionto the Internet;13;1996;New York, N.Y.;John Wiley & Sons;;1;2;Summers, Charles -- Dunetz, Bryant;
809;80-86815-28-5;C++ : 101 programovacích technik;231;2005;Brno;Zoner Press;1;1;1;Sutter, Herb -- Alexandrescu, Andrei;Encyklopedie Zoner Press
810;80-7226-288-2;Přecházíme na Delphi 5;190;2000;Praha;Computer Press;1;1;1;Svoboda, Luděk;
812;80-247-0389-0;Flash s využitím XML : podrobný průvodce začínajícího uživatele;240;2003;Praha;Grada;1;1;1;Swan, Craig -- Caines, Greg;
815;80-247-0049-2;Datové modelování v příkladech : Obchodování, pojišťovnictví, účetnictví, sociální podpora, silniční síť, plynárenství, strojírenská výroba;151;2001;Praha;Grada;1;1;1;Šešera, Lubomír -- Mičovský, Aleš;
818;80-85896-10-9;Microsoft Acces 2.0 CZ : Základní příručka uživatele;148;1995;Praha;Computer Press;;1;1;Šimek, Tomáš;
819;80-85896-03-6;Microsoft Word 6.0 CZ : Základní příručka uživatele;115;1995;Praha;Computer Press;;1;1;Šimek, Tomáš -- Bříza, Vladimír;
820;80-7226-009-X;Microsoft Word 97 : Základní průvodce uživatele;12;1997;Praha;Computer Press;1;1;1;Šimek, Tomáš;
821;80-85896-35-4;MS Word 7.0 - Základní příručka uživatele;126;1996;Praha;Computer Press;1;1;1;Šimek, Tomáš;
827;80-251-0144-4;JavaScript: programujeme internetovéaplikace;224;2004;Brno;Computer Press;2;1;1;Škultéty, Rastislav;
828;80-7226-048-0;MicroStation 95 CZ : Referenční příručka uživatele;459;1998;Praha;Computer Press;1;1;1;Šlegr, Jan;
830;80-85828-09-X;Internetworking pomocí TCP/IP;134;1994;České Budějovice;Kopp;1;1;1;Šmrha, Pavel -- Rudolf, Vladimír;
834;978-80-7238-553-9;Cvičebnice anglické gramatiky;191;2008;Plzeň;Fraus;1;1;2;Špačková, Daniela;
836;80-85623-15-3;Object Professional pro Pascal - příručka programátora;520;1992;Praha;Grada;;1;1;Štolcpart, Petr;
837;80-85424-66-5;Jednočipové mikropočítače INTEL 8048-8096;205;1992;Praha;Grada;;1;1;Šubrt, Vladimír;Nestůjte za dveřmi
840;80-251-0022-7;Návrh a realizace sítí Cisco : autorizovaný výukový průvodce;758;2003;Brno;Computer Press;1;1;1;Teare, Diane;Samostudium
844;80-86097-36-6;Borland Delphi : příručka vývojáře;287;1999;Praha;UNIS Publishing;1;1;1;Teixeira, Steve -- Pacheco, Xavier;
849;1-58720-099-6;Network security first-step;456;2004;Indianapolis, IN;Cisco Press;;1;2;Thomas, Thomas M;First-step series
850;0-596-00803-1;Designing interfaces;331;2006;Beijing;O\'Reilly Media, Inc.;1;1;2;Tidwell, Jenifer;
851;80-854-24-45-2;Strukturální analýza : Úvod do projektu řízení;224;1992;Praha;Grada;;1;1;Tietze, Petr;
852;1-56592-753-2;Oracle Net8 : Configuration and Troubleshooting;17;2001;America;;;1;2;Toledo, Hugo;
854;80-7226-716-7;Bezpečnost v LINUXU : prevence a odvracení napadení systému;849;2003;Brno;Computer Press;1;1;1;Toxen, Bob;Security
855;80-86419-67-3;Znalostní podnik ve znalostní společnosti;312;2004;Praha;Professional Publishing;2;1;1;Truneček, Jan;
858;978-80-251-1784-2;Počítačová grafika a design : průvodce začínajícího grafika;155;2007;Brno;Computer Press;1;1;1;Tůma, Tomáš;
859;0-256-06256-0;Fundamentals of Management Science;19;1988;Homewood;Bussines Publications;4;1;2;Turban, Efraim -- Meredith, Jack R.;
862;80-247-0080-8;Metriky v informatice : jak objektivně zjistit přínosy informačního systému;139;2001;Praha;Grada;1;1;1;Učeň, Pavel a kol.;Management v informační společnosti
866;978-80-903962-4-1;Teoretické základy informatiky;431;2007;Praha;Kernberg Publishing;1;1;1;Vaníček, Jiří a kol.;Informatika studium
867;80-251-0519-9;Česko-anglický, anglicko-český slovník managementu : Czech-English, English-Czech dictionary of management;363;2006;Brno;Computer Press;1;1;1;Vavrečka, Mojmír -- Lednický, Václav a kol.;Jazyky
873;80-7226-107-X;Mistrovství v Microsoft Access 97;26;1998;Praha;Computer Press;1;1;1;Viescas, John L.;
874;80-251-0537-7;Mistrovství v Microsoft Office Access 2003;960;2005;Brno;CP Books;1;1;1;Viescas, John;Microsoft
875;80-902230-9-5;Java pro zelenáče;240;2001;Praha;;1;1;1;Virius, Miroslav;
877;80-7232-110-2;Od C k C++;227;2004;České Budějovice;Kopp;2;1;1;Virius, Miroslav;
880;80-7226-750-7;Adobe InDesign 2 : uživatelská příručka;311;2002;Praha;Computer Press;1;1;1;Vlach, Martin -- Švéda, Petr;
881;80-7226-791-4;Adobe Photoshop 7 : uživatelská příručka;368;2002;Praha;Computer Press;1;1;1;Vlach, Martin;
882;80-85623-12-9;Softwarové právo pro každý den;105;1993;Praha;Grada;;1;1;Vlček, Martin;
883;80-01-01905-5;Systémové inženýrství;291;1999;Praha;ČVUT;1;1;1;Vlček, Jaroslav;
885;0-596-00252-1;XML schema;379;2002;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Vlist, Eric van der;
886;80-7261-041-4;Management : teorie a praxe v informační společnosti;314;2001;Praha;Management Press;4;1;1;"Vodáček, Leo -- Vodáčková, Ol&#39;ga";
887;3-446-16163-5;PostScript : Konzeption und Anwendungen;212;1991;München;Carl Hansen Verlag;2;1;3;Vollenweider, Peter;
891;80-85943-40-9;Strategické řízení informačního systému a systémová integrace;323;1997;Praha;Management Press;1;1;1;Voříšek, Jiří;
892;80-85896-11-7;Lotus Notes 3.x.: Podrobná příručka uživatele;4;1996;Praha;Computer Press;1;1;1;Vosáhlo, Pavel;
893;80-7169-229-8;Internet: -CZ: Průvodce českého uživatele;210;1995;Praha;Grada;1;1;1;Vrabec, Vladimír -- Čepek, Aleš;
895;80-247-1103-6;Zásady a postupy zavádění podnikových informačních systémů : praktická příručka pro podnikové manažery;187;2005;Praha;Grada;1;1;1;Vrana, Ivan -- Richta, Karel;Management v informační společnosti
897;978-80-251-1945-7;GIMP : praktická uživatelská příručka;223;2008;Brno;Computer Press;2;1;1;Vybíral, Josef;
899;80-7226-250-5;Microsoft Excel 2000 : programování ve VBA;679;1999;Praha;Computer Press;1;1;1;Walkenbach, John;Programování
900;0-596-00027-8;Programming PERL;33;2000;Beijing;O\'Reilly Media, Inc.;3;1;2;Wall, Larry -- Christiansen, Tom;
901;80-85896-95-8;Programování v jazyce Perl;18;1997;Praha;Computer;1;1;1;Wall, Larry -- Christiansen, Tom;
902;1-56592-478-9;Programming Web Graphics with Perl and GNU Software;14;1999;Beijing;O\'Reilly Media, Inc.;1;1;2;Wallace, Shawn P.;
903;80-251-0136-3;Programujeme grafiku v Microsoft Direct3D;358;2004;Brno;Computer Press;1;1;1;Walnum, Clayton;
904;1-56592-314-6;Learning Perl/Tk;16;1999;Beijing;O\'Reilly Media, Inc.;1;1;2;Walsh, Nancy;
906;0-13-148874-0;Web services platform architecture : SOAP, WSDL, WS-Policy, WS-Addressing, WS-BPEL, WS-Reliable Messaging, and more;416;2005;Upper Saddle River, N.J.;Prentice Hall Inc.;;1;2;Weerawarana, Sanjiva a kol.;
910;80-86497-20-8;PHP a MySQL : rozvoj webových aplikací;718;2001;Praha;Soft Press;;1;1;Welling, Luke -- Thomson, Laura;
913;80-7226-952-6;Zebezpečení sítí Cisco : autorizovaný samostudijní výukový kurz;753;2003;Praha;Computer Press;1;1;1;Wenstrom, Michael;
915;0-7356-2267-1;More about software requirements : thorny issues and practical advice;201;2006;Redmond, WA;Microsoft Press;;1;2;Wiegers, Karl Eugene;
917;80-247-1682-8;Prezentace : jak překonat obvyklé problémy a působit přesvědčivě;112;2006;Praha;Grada;1;1;1;Wieke, Thomas;No problem!
918;80-7226-745-0;Velká kniha k Adobe Photoshop 7.0 : manuál k programu a škola výtvarných technik;540;2002;Praha;Computer Press;1;1;1;Willmore, Ben;
919;978-0-471-32188-0;Terrain analysis : principles and applications;479;2000;New York, N.Y.;Wiley Publishing;;1;2;Wilson, John P;
921;80-7169-089-9;Metody manažerského rozhodování;507;1996;Praha;Grada;1;1;1;Wisniewski, Mik;
925;0-201-63354-X;TCP/IP Illustrated, Volume 2 : The Implementation;22;1995;Reading, MA;Addison-Wesley;;1;2;Wright, Gary R. -- Stevens, W. Richard;Addison-Wesley professional computing series
926;80-251-0343-9;Algoritmy : datové struktury a programovací techniky;351;2004;Brno;Computer Press;1;1;1;Wróblewski, Piotr;
927;0-7356-1185-8;XML Programming : core reference;704;2002;Washington, D.C.;Microsoft Press;;1;2;Wyke, Allen R. -- Rehman, Sultan;
928;9781599047171;Intelligent complex adaptive systems;364;2008;Hershey, PA;IGI Pub.;;1;1;Yang, Ang;
929;1-56592-434-7;MySQL & mSQL;15;1999;Beijing;O\'Reilly Media, Inc.;1;1;2;Yarger, Randy Jay -- Reese, George;
931;80-7169-626-9;Microsoft Office 97. Tvorba dokonalých WWW stránek : Kompletní průvodce;475;1998;Praha;Grada;1;1;1;Young, Michael J.;
934;80-86593-28-2;XML krok za krokem;471;2002;Praha;Mobil Media;1;1;1;Young, Michael J.;
938;80-7300-133-0;MATLAB : tvorba uživatelských aplikací;215;2004;Praha;BEN - technická literatura;1;1;1;Zaplatílek, Karel -- Doňar, Bohuslav;
940;80-7226-151-7;Microsoft Visual C++ 6.0 : Příručka programátora;25;1999;Praha;Computer Press;1;1;1;Zaratian, Beck;
941;981-02-3029-X;Modeling, simulation, and control of flexible manufacturing systems : a Petri net approach;409;1999;Singapore;World Scientific;;1;2;Zhou, MengChu -- Venkatesh, Kurapati;Series in intelligent control and intelligent automation
943;80-213-0244-5;Cvičení z metod operační analýzy;245;1995;Praha;PEF ČZU;3;1;1;Získal, Jan -- Kosková, Ivanka;
944;80-213-0252-6;Metody optimálního rozhodování;259;1995;Praha;PEF ČZU;2;1;1;Získal, Jan;
947;80-7169-643-9;VRML - tvorba dokonalých WWW stránek : Podrobný průvodce;202;1999;Praha;Grada;1;1;1;Zrzavý, Jakub;
948;80-7226-049-9;Moderní počítačová grafika;16;1998;Praha;Computer Press;1;1;1;Žára, Jiří -- Beneš, Bedřich;
949;80-7226-143-6;VRML 97 : Laskavý průvodce virtuálními světy;11;1999;Praha;Computer Press;1;1;1;Žára, Jiří;
951;80-86497-66-6;Adobe Illustrator CS : oficiální výukový kurz;544;2004;Praha;Soft Press;;1;1;;
954;80-86497-86-0;Adobe InDesign CS2 : [oficiální výukový kurz;454;2006;Praha;Soft Press;;1;1;;
957;80-04-23997-8;Anglicko-český a česko-anglický slovník;1015;1994;Praha;SPN;9;1;1;;
958;80-85896-98-2;Architektura PC 97 : Microsoft Corporation;23;1997;Praha;Computer Press;1;1;1;;
962;;Co v manuálu nenajdete: Příručkajazyka C++ pro začátečníky i profesionály;762;1993;Brno;UNIS Publishing;1;1;1;;
965;978-80-86815-79-4;DSLR : naučte se fotografovat digitální zrcadlovkou;256;2007;Brno;Zoner press;1;1;1;Freeman, Michael;Encycklopedie grafika a fotografie
967;80-7238-361-2;Fraus Ilustrovaný studijní slovník: anglicko-český, česko-anglický: cenově výhodné vydání;1120;2004;Plzeň;FRAUS;;1;1;;
969;1-58488-090-2;Handbook of graph theory;1167;2004;Boca Raton;CRC Press;;1;2;;Discrete mathematics and its applications
971;80-7209-824-1;Ikony, symboly a piktogramy : vizuální komunikace ve všech jazycích;320;2006;Praha;Slovart;;1;1;;
974;80-86119-03-3;Internet - ekonomické, marketingové a finanční aplikace : Strategie vyhledávání a prezentace;220;1998;Praha;Ekopress;1;1;1;;
975;80-7200-027-6;Kapesní anglicko-český a česko-anglický slovník;479;1996;Havlíčkův Brod;Fragment;2;1;1;;
977;80-7226-503-2;Linux : Dokumentační projekt;19;2001;Praha;Computer Press;2;1;1;;
978;3-85084-134-0;London: City Map 1: 13 500;1;2001;Wien;Freytag & Berndt;;1;1;;
980;80-7226-017-0;Microsoft Office 97 - Resource Kit;42;1997;Praha;Computer Press;1;1;1;;
984;80-7226-002-2;Microsoft Windows NT Server Resource Kit - Díl IIB : Průvodce sítěmi : pro Windows NT Server verze 4.0;403;1997;Praha;Computer Press;1;1;1;;
985;80-7226-002-2;Microsoft Windows NT Server Resource Kit - Díl III : Průvodce Internetem : pro Windows NT Server verze 4.0;18;1997;Praha;Computer Press;1;1;1;;
987;80-85896-38-9;Microsoft Windows NT 3.5 : Návod pro správu, bezpečnost a kontrolu systému;11;1996;Praha;Computer Press;1;1;1;;
988;80-7226-076-6;Microsoft Windows NT 4.0 Training Kit : Administrace sítě;40;1998;Praha;Computer Press;1;1;1;;
989;80-7226-608-X;Microsoft Windows XP Professional: Resource Kit;34;2002;Praha;Computer Press;1;1;1;;
990;80-7226-608-X;Microsoft Windows XP Professional Resource Kit;1468;2004;Brno;Computer Press;2;1;1;;
992;80-85896-27-3;Microsoft Windows95 Resource Kit - 2. díl;583;1995;Praha;Computer Press;1;1;1;;
993;80-7226-102-9;Microsoft Windows98 Resource Kit - 1. díl;36;1998;Praha;Computer Press;1;1;1;;
994;80-7226-102-9;Microsoft Windows98 Resource Kit - 2. díl;32;1998;Praha;Computer Press;1;1;1;;
1000;80-7201-039-5;Odborný česko-anglický slovník : z oblasti ekonomické, obchodní, finanční a právní;917;1996;Praha;Linde;2;1;1;;
1001;80-85896-71-0;Oficiální duhové stránky Internetu;837;1996;Praha;Computer Press;1;1;1;;
1006;80-251-0100-2;Poznejte svůj počítač;215;2004;Brno;Computer Press;1;1;1;;
1011;80-85896-52-4;Programování ve Windows 95: Podrobná příručka programátora ve Windows95;18;1996;Praha;Computer Press;1;1;1;;
1013;80-251-0227-0;S počítačem do Evropy;152;2004;Brno;Computer Press;1;1;1;Fejtová, Marcela a kol.;
1014;80-85111-27-6;Seznam českých norem : Stav k 1.1.1996;707;1996;Praha;Český normalizační institut;;1;1;;
1015;;Standardy státního informačního systému České republiky;259;1995;Praha;Ministerstvo hospodářství;;1;1;;
1017;80-7049-041-1;Statistická ročenka České a Slovenské Federativní Republiky 1992;735;1992;Praha;SEVT;;1;1;;
1018;80-7183-218-9;Statistická ročenka České republiky 2000;759;2000;Praha;Scientia;1;1;1;;
1020;80-7223-760-8;Statistická ročenka České republiky 2002;793;2002;Praha;Scientia;1;1;1;;
1021;80-250-0195-4;Statistická ročenka České republiky 2003;739;2003;Praha;Scientia;1;1;1;;
1024;80-250-1258-1;Statistická ročenka České republiky 2006;799;2006;Praha;Scientia;1;1;1;;
1025;80-202-0453-9;Statistická ročenka České republiky \'93;441;1993;Praha;Český statistický úřad;1;1;1;;
1026;80-202-0524-1;Statistická ročenka České republiky \'94 : Statistical Yearbook of the Czech Republic;504;1994;Praha;Český statistický úřad;1;1;1;;
1028;80-7183-061-5;Statistická ročenka České republiky \'96 : Statistical yearbook of the Czech Republik \'96;707;1996;Praha;Český statistický úřad;1;1;1;;
1029;80-7183-105-0;Statistická ročenka České republiky \'97 : Statistical yearbook of the Czech Republic \'97;711;1997;Praha;Český statistický úřad;1;1;1;;
1030;80-7183-145-X;Statistická ročenka České republiky 98 : Statistical yerbook of the Czech Republic;743;1998;Praha;;1;1;1;;
1033;978-0-06-083309-1;The big book of new design ideas;384;2005;New York, N.Y.;Collins Design;;1;2;;
1035;0-226-10403-6;The Chicago manual of style;956;2003;Chicago;The University of Chicago Press;1;1;2;;
1036;1-55860-647-5;The Object Data Standard : ODMG 3.0;6;2000;San Francisco, CA;Morgan Kaufmann Publishers;;1;2;;
1037;0-07-037644-1;The UNIX Dictionary of Commands, Terms, andAcronyms;10;1996;New York, N.Y.;Mc Graw-Hill Book Company;;1;2;;
1040;80-200-0502-3;Umelá inteligence 1;264;1993;Praha;Aurora;1;1;1;Vladimír Mařík, Olga Štepánková, Jiří Lažanský;
1041;80-200-0504-8;Umělá inteligence 2;373;1997;Praha;;1;1;1;;
1042;80-200-0502-1;Umělá inteligence 3;328;2001;Praha;Academia;1;1;1;Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.;
1045;3-540-76266-3;Visual explorations in finance : with self-organizing maps;258;2000;London;Springer Verlag;2;1;2;;Springer Finance
1047;80-7169-595-5;Výkladový slovník česko-anglický a anglicko-český : podnikové informační systémy;133;2000;Praha;Grada;1;1;1;;
1048;80-7226-293-9;Vytváříme WWW stránky a spravujeme moderní web site;12;2000;Praha;Computer Press;4;1;1;;Internet
1049;80-85896-77-X;Windows NT 4.0 Workstation : Resource Kit;54;1997;Praha;Computer Press;1;1;1;;
1051;80-86593-14-2;XHTML : průvodce vývojáře;479;2002;Brno;Mobil Media;1;1;1;;
1052;978-80-251-2360-7;333 tipů a triků pro CSS : [sbírka nejužitečnějších návodů pro váš web];272;2009;Brno;Computer Press;1;1;1;Martin Domes;
1053;978-80-247-2211-5;Velký průvodce JavaScriptem : tvorba interaktivních webových stránek v praxi;516;2009;Praha;Grada;1;1;1;Dave Thau;
1054;978-0-07-160078-1;Reshaping your business with Web 2.0 : using the new collaborative technologies to lead business transformation;259;2009;New York, N.Y.;Mc Graw-Hill Book Company;;1;2;Vince Casarez;
1064;978-80-247-2725-7;XML technologie : principy a aplikace v praxi;267;2008;Praha;Grada;1;1;1;Irena Mlýnková;
1065;978-80-251-2231-0;Google Analytics : podrobný průvodce webovými statistikami;334;2009;Brno;Computer Press;1;1;1;Brian Clifton;
1066;978-80-251-2057-6;Programujeme Mashup aplikace pro Web 2.0 v PHP;280;2008;Brno;Computer Press;1;1;1;Shu-Wai Chow;
1067;978-80-86815-62-6;Efektivní softwarové projekty;255;2007;Brno;Zoner Press;1;1;1;Guckenheimer, Sam -- Perez, Juan J.;Encyklopedie Zoner Press
1068;978-80-251-2050-7;Bezpečný kód : [techniky a strategie tvorby bezpečných webových aplikací];895;2008;Brno;Computer Press;1;1;1;Howard, Michael -- LeBlanc, David;
1071;80-247-0526-5;ASP.NET : začínáme programovat : podrobný průvodce začínajícího uživatele;228;2003;Praha;Grada;1;1;1;Písek, Slavoj;
1072;80-86815-31-5;Google hacking;472;2005;Brno;Zoner Press;1;1;1;Long, Johnny;Encyklopedie Zoner Press
1075;978-0-8144-1073-8;E-learning 2.0 : proven practices and emerging technologies to achieve real results;236;2009;New York, N.Y.;Amacom;1;1;1;Rosen, Anita;
1076;978-0-7506-8945-8;eMarketing eXcellence;508;2008;Amsterdam;Butterworth-Heinemann;3;1;2;Chaffey, Dave -- Smith, P. R.;
1077;978-0-13-613516-6;SOA design pattern;814;2008;Indianapolis, IN;Prentice Hall Inc.;1;1;2;Erl, Thomas;
1078;978-0-273-70752-3;E-business and e-commerce management : strategy, implementation, and practice;663;2006;New York, N.Y.;Pearson;3;1;2;Chaffey, Dave;
1082;978-1-4129-1111-5;E-learning : concepts and practice;186;2006;London;SAGE Publications;;1;2;Holmes, Bryn -- Gardner, John;
1086;978-0-684-83130-5;The codebreakers : the story of secret writing;1181;1996;New York, N.Y.;Scribner;;1;2;Kahn, David;
1087;0-8144-0721-8;The AMA handbook of e-learning : effective design, implementation, and technology solutions;450;2003;New York, N.Y.;AMACOM;;1;2;Piskurich, George M.;
1088;0792372042;Information hiding : steganography and watermarking : attacks and countermeasures;137;2001;Boston, MA;Kluwer Academic Publishers;;1;2;Johnson, Neil F. -- Duric, Zoran -- Jajodia, Sushil;
1090;978-0-387-25464-7;A classical introduction to cryptography : applications for communications security;335;2005;New York, N.Y.;Springer Verlag;;1;2;Vaudenay, Serge;
1092;80-901984-4-9;Umělá inteligence v modelování a řízení;187;1996;Praha;BEN - technická literatura;;1;1;Pokorný, Miroslav;
1093;80-7300-141-1;Mobilní roboty : pohony, senzory, řízení;243;2005;Praha;BEN - technická literatura;1;1;1;Novák, Petr;
1096;80-7300-068-7;Umělá inteligence - hrozba nebo naděje?;142;2003;Praha;BEN - technická literatura;1;1;1;Zelinka, Ivan;
1097;80-247-0694-6;Myslíme v jazyku Delphi 7 : knihovna zkušeného programátora;578;2003;Praha;Grada;1;1;1;Cantu, Marco;Myslíme v--
1100;978-0-321-50892-8;The LaTeX Graphics companion;925;2008;Upper Saddle River, N.J.;Addison-Wesley;2;1;2;Goossens, Michel. a kol.;Addison-Wesley series on tools and techniques for computer typesetting
1101;80-7185-740-8;Krásné písmo ve vývoji latinky II.;656;2005;Praha;Paseka;2;1;1;Muzika, František;
1102;80-7185-740-8;Krásné písmo ve vývoji latinky I.;657;2005;Praha;Paseka;2;1;1;Muzika, František;
1103;80-200-0502-1;Umělá inteligence 5;544;2007;Praha;Academia;1;1;1;Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.;
1105;80-200-0502-1;Umělá inteligence;264;1993;Praha;Academia;1;1;1;Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.;
1106;3-540-22494-7;How to solve it : modern heuristics;554;2004;Berlin;Springer Verlag;2;1;2;Michalewicz, Zbigniew -- Fogel, David B.;
1112;978-0-19-568001-0;Getting started with MATLAB 7 : a quick introduction for scientists and engineers;244;2006;Oxford;Oxford University Press;;1;1;Pratab, Rudra;
1115;978-0-13-157008-5;Usability engineering : process, products, and examples;314;2008;Upper Saddle River, N.J.;Pearson/Prentice Hall;;1;1;Leventhal, Laura M. -- Barnes, Julie A.;
1116;978-0-470-18548-3;Handbook of usability testing : how to plan, design, and conduct effective tests;348;2008;Indianapolis, IN;Wiley Publishing;2;1;2;Rubin, Jeffrey -- Chisnell, Dana;
1117;978-80-251-2309-6;Databáze v C# 2008 : průvodce programátora;424;2009;Brno;Computer Press;1;1;1;Agarwal, Vidya Vrat -- Huddleston, James;
1120;978-80-7413-008-3;ASP.NET 3.5 a C# 2008 : tvorba dynamických stránek profesionálně;1584;2008;Brno;Zoner Press;1;1;1;MacDonald, Matthew -- Szpuszta, Mario;
1121;0-471-69420-7;MATLAB : an introduction with applications;343;2005;Hoboken, N.J.;John Wiley & Sons;2;1;2;Gilat, Amos;
1122;978-0-12-485967-8;Neural networks in finance : gaining predictive edge in the market;243;2005;Burlington, MA;Elsevier Academic Press;;1;2;McNelis, Paul D.;Academic Press advanced finance series
1128;978-0-387-78188-4;Modern multivariate statistical techniques : regression, classification, and manifold learning Izenman;731;2008;New York, N.Y.;Springer Verlag;;1;2;Izenman, Alan Julian;Springer texts in statistics
1138;0-9634884-0-6;Visualizing data;360;1993;Murray Hill, N.J.;AT&T Bell Laboratories;;1;2;Cleveland, William S.;
1142;80-247-0972-4;XML : pohotová referenční příručka : referenční příručka programátora ke XML, XPath, XSLT, XML Schema, SOAP a dalším;342;2006;Praha;Grada;1;1;1;Skonnard, Aaron -- Gudgin, Martin;Průvodce
1143;80-247-0565-6;XML : začínáme programovat : podrobný průvodce začínajícího uživatele;214;2003;Praha;Grada;1;1;1;Žák, Miroslav;
1146;978-80-251-2328-7;Mistrovství - databáze : profesionální průvodce tvorbou efektivních databází;584;2009;Brno;Computer Press;;1;1;Conolly, Thomas -- Begg, Carolyn E. -- Holowczak, Richard;
1150;978-80-251-2221-1;Microsoft Visual Basic 2008 : krok za krokem;440;2008;Brno;Computer Press;1;1;1;Halvorson, Michael;
1151;978-80-251-2333-1;Adobe Flash CS4 Professional : 100 nejlepších postupů;264;2009;Brno;Computer Press;1;1;1;Schaeffer, Mark;
1153;978-80-7080-691-3;MATLAB II. : optimalizácia;226;2008;Praha;Vydavatelství VŠCHT;;1;9;Bartko, Róbert;
1154;80-89018-87-4;Evolučné výpočty a ich využitie v praxi;159;2005;Bratislava;Iris;1;1;9;Sekaj, Ivan;
1155;80-7225-030-2;Modelování a identifikace systémů;276;1999;Ostrava;Montanex;;1;1;Noskievič, Petr;
1156;978-80-7204-605-8;Pokročilé metody analýz a modelování v podnikatelství a veřejné správě;340;2008;Brno;Akademické nakladatelství CERM;1;1;1;Dostál, Petr;
1157;80-7318-355-2;MATLAB - základy pro studenty automatizace a informačních technologií;303;2005;Zlín;Univerzita Tomáše Bati ve Zlíně;1;1;1;Perůtka, Karel;
1159;978-80-7261-186-7;Moderní management jakosti : principy, postupy, metody;377;2008;Praha;Management Press;1;1;1;Nenadál, Jaroslav a kol.;
1161;978-80-251-2767-4;PHP 6, MySQL, APACHE : vytváříme webové aplikace;816;2009;Brno;Computer press;;1;1;Boronczyk, Tim a kol.;
1165;978-80-251-2165-8;Layout : velký průvodce grafickou úpravou;193;2009;Brno;Computer Press;1;1;1;Ambrose, Gavin -- Harris, Paul;
1167;80-86056-58-9;PLC a automatizace. 1. díl;223;1999;Praha;BEN - technická literatura;1;1;1;Šmejkal, Ladislav -- Martinásková, Marie;
1169;1-60005-013-1;Business rule revolution : running business the right way;291;2006;Cupertino, CA;Happy About;;1;2;Halle, Barbara von -- Goldberg. Larry;
1170;978-007-126782-3;Software engineering : a practitioners approach;895;2010;Boston, MA;Mc Graw-Hill Book Company;;1;2;Pressman, Roger S.;
1172;978-80-251-2334-8;Adobe Flash CS4 Professional : oficiální výukový kurz;389;2009;Brno;Computer Press;;1;1;nezadano;
1173;978-1-58705-260-6;Security threat mitigation and response : understanding Cisco security MARS;370;2007;;;;1;2;Tesch, Dale -- Abelar, Greg;
1176;978-80-7413-042-7;WordPress : efektivní publikování na webu;256;2009;Brno;Zoner Press;1;1;1;McNulty, Scott;
1177;978-1-58720-111-0;Wireless networks first-step;238;2005;Indianapolis, IN;Cisco Press;;1;2;Geier, James T.;First-step series
1183;978-0-7879-8425-0;E-learning by design;596;2006;San Francisco, CA;Pfeiffer;;1;2;Horton, William K.;
1184;978-0-7879-6994-3;Graphics for learning : proven guidelines for planning, designing, and evaluating visuals in training materials;504;2004;San Francisco, CA;Pfeiffer;;1;2;Clark, Ruth Colvin -- Lyons, Chopeta C.;
1185;978-80-251-1681-4;Microsoft Office Project : hotová řešení : [pro verze 2000 až 2007];308;2007;Brno;Computer Press;1;1;1;Hyndrák, Karel;
1187;80-8063-219-7;Akademická příručka;481;2006;Martin;Osveta;;1;1;Meško, Dušan -- Katuščák, Dušan -- Findra, Ján a kol.;
1193;1-59140-903-9;Artificial neural networks in real-life applications;375;2006;Hershey, PA;Idea Group Pub.;;1;2;Rabunal, Juan Ramón -- Dorado, Julián;
1196;978-80-200-1477-1;Modely a systémy;97;2007;Praha;Academia;1;1;1;Křemen, Jaromír;
1197;80-85977-16-8;Úsvit robotů - soumrak lidstva;219;1999;Praha;Vesmír;1;1;1;Warwick, Kevin;
1198;80-247-0340-8;JSP - Java Server Pages : podrobný průvodce začínajícího tvůrce;418;2003;Praha;Grada;1;1;1;Bollinger, Gary -- Natarajan, Bharathi;
1199;80-247-0667-9;Programujeme Jakarta Struts : tvorba webových aplikací se servlety a stránkami JSP;446;2003;Praha;Grada;1;1;1;Cavaness, Chuck;
1202;978-80-251-1517-6;Z kodéra vývojářem : nástroje a techniky pro opravdové programátory;287;2007;Brno;Computer Press;1;1;1;Gunderloy, Mike;
1206;978-0-387-79710-6;Combinatorics and graph theory;381;2008;New York, N.Y.;Springer Verlag;2;1;2;John M. Harris, Jeffry L. Hirst, Michael J. Mossinghoff;
1212;978-0-415-43093-7;Information systems in public administration : understanding e-government;131;2008;New York, N.Y.;Routledge;;1;2;Vincent Homburg;
