exemplare_id;datum_pujceni;vratit_do;osoby_id;skutecne_vraceno;poznamka;vypujcky_id
9251;30.05.2029;03.07.2029;21;29.06.2029;Nepsát e-mail, rovnou volat.;26314
4953;30.05.2029;18.06.2029;246;18.06.2029;;26330
2845;02.06.2029;15.06.2029;283;16.06.2029;Pokud ji nevrátí v termínu, nedostane zápoèet.;26359
2304;05.06.2029;07.07.2029;411;27.06.2029;;26375
11194;06.06.2029;29.06.2029;473;22.06.2029;;26411
4019;07.06.2029;01.07.2029;5;26.06.2029;;26428
2979;09.06.2029;25.07.2029;311;08.07.2029;;26483
10239;12.06.2029;17.06.2029;87;19.06.2029;;26547
10543;13.06.2029;25.06.2029;531;19.06.2029;;26572
11938;13.06.2029;25.06.2029;50;25.06.2029;k habilitaci;26574
3798;14.06.2029;29.07.2029;489;14.07.2029;;26582
6871;14.06.2029;27.06.2029;278;25.06.2029;;26592
9805;18.06.2029;21.06.2029;383;22.06.2029;;26620
3593;19.06.2029;04.07.2029;169;30.06.2029;pro projekt EU;26635
7708;19.06.2029;02.08.2029;355;19.07.2029;K diplomové práci;26637
4609;20.06.2029;16.07.2029;166;09.07.2029;k projektu;26658
8488;26.06.2029;17.07.2029;412;14.07.2029;;26729
4968;26.06.2029;11.08.2029;248;18.07.2029;;26737
348;30.06.2029;15.07.2029;24;16.07.2029;;26806
8662;01.07.2029;04.08.2029;386;27.07.2029;;26855
11682;06.07.2029;05.08.2029;231;30.07.2029;studijní materiál;26898
8837;06.07.2029;15.07.2029;573;14.07.2029;;26910
3481;07.07.2029;08.08.2029;496;24.07.2029;;26917
8369;07.07.2029;16.07.2029;495;14.07.2029;Pokud ji nevrátí v termínu, nedostane zápoèet.;26926
56;07.07.2029;12.07.2029;446;10.07.2029;;26930
11009;07.07.2029;21.08.2029;81;17.08.2029;;26937
7794;09.07.2029;21.07.2029;289;15.07.2029;Pokud ji nevrátí v termínu, nedostane zápoèet.;26983
10477;10.07.2029;18.07.2029;460;18.07.2029;Zapùjèeno pro bakaláøskou práci;27014
1192;11.07.2029;25.07.2029;177;23.07.2029;K diplomové práci;27017
4718;12.07.2029;01.08.2029;364;24.07.2029;;27046
4112;14.07.2029;06.08.2029;510;01.08.2029;;27056
7103;16.07.2029;01.09.2029;439;18.08.2029;;27118
2494;17.07.2029;10.08.2029;490;04.08.2029;Nepsát e-mail, rovnou volat.;27139
259;26.07.2029;29.08.2029;423;18.08.2029;už nevím, co jsem si chtìl poznamenat;27257
6224;26.07.2029;14.08.2029;276;09.08.2029;;27264
6698;26.07.2029;12.09.2029;164;29.08.2029;;27271
1092;26.07.2029;22.08.2029;104;06.08.2029;Zapùjèeno pro bakaláøskou práci;27272
274;27.07.2029;01.08.2029;378;01.08.2029;;27283
1273;27.07.2029;16.08.2029;307;15.08.2029;;27293
5350;29.07.2029;12.08.2029;519;11.08.2029;;27328
7190;30.07.2029;04.09.2029;265;17.08.2029;;27361
6034;01.08.2029;17.08.2029;426;13.08.2029;;27366
974;05.08.2029;16.08.2029;21;15.08.2029;Pro disertaci;27397
5920;11.08.2029;09.09.2029;100;01.09.2029;;27508
5285;13.08.2029;26.08.2029;352;25.08.2029;;27516
9493;13.08.2029;06.09.2029;520;01.09.2029;;27533
7249;14.08.2029;26.09.2029;96;11.09.2029;;27543
86;15.08.2029;18.09.2029;86;04.09.2029;;27563
422;17.08.2029;06.09.2029;412;25.08.2029;;27597
10290;17.08.2029;08.09.2029;556;31.08.2029;už nevím, co jsem si chtìl poznamenat;27619
7831;19.08.2029;25.09.2029;39;09.09.2029;;27646
4221;20.08.2029;14.09.2029;134;07.09.2029;;27657
6362;23.08.2029;01.09.2029;414;29.08.2029;;27718
11607;24.08.2029;15.09.2029;34;03.09.2029;K diplomové práci;27729
1721;24.08.2029;17.09.2029;355;06.09.2029;;27733
6111;26.08.2029;04.10.2029;332;14.09.2029;;27758
3680;30.08.2029;09.09.2029;361;12.09.2029;k vìdeckému èlánku;27822
11451;30.08.2029;08.10.2029;503;21.09.2029;;27826
11206;01.09.2029;12.10.2029;392;30.09.2029;;27845
575;02.09.2029;04.09.2029;436;05.09.2029;;27859
6135;02.09.2029;12.09.2029;207;11.09.2029;;27865
3732;07.09.2029;30.09.2029;565;30.09.2029;Zapùjèeno pro bakaláøskou práci;27950
3672;10.09.2029;16.10.2029;278;03.10.2029;;27967
4451;10.09.2029;19.09.2029;280;20.09.2029;Nepsát e-mail, rovnou volat.;27978
7888;12.09.2029;18.09.2029;138;17.09.2029;k habilitaci;28009
7831;15.09.2029;08.10.2029;484;27.09.2029;;28055
9593;15.09.2029;18.09.2029;91;18.09.2029;;28060
9814;15.09.2029;22.09.2029;248;22.09.2029;Nepsát e-mail, rovnou volat.;28062
9087;16.09.2029;27.09.2029;154;23.09.2029;;28085
5692;17.09.2029;03.10.2029;86;25.09.2029;;28110
3992;21.09.2029;25.09.2029;473;27.09.2029;;28168
8935;24.09.2029;03.10.2029;47;02.10.2029;;28222
11034;24.09.2029;15.10.2029;368;04.10.2029;;28229
2536;25.09.2029;04.10.2029;115;03.10.2029;;28242
9869;25.09.2029;12.10.2029;421;30.09.2029;;28243
735;27.09.2029;01.11.2029;461;20.10.2029;;28276
11165;27.09.2029;22.10.2029;442;15.10.2029;;28277
2751;27.09.2029;06.11.2029;205;19.10.2029;;28283
7190;28.09.2029;20.10.2029;461;19.10.2029;pro projekt EU;28300
1524;28.09.2029;28.10.2029;460;16.10.2029;;28305
6862;28.09.2029;05.11.2029;391;28.10.2029;Zapùjèeno pro bakaláøskou práci;28312
5480;03.10.2029;09.10.2029;72;09.10.2029;;28424
10239;03.10.2029;04.11.2029;392;26.10.2029;Pro výzkumné úèely.;28426
6325;04.10.2029;17.11.2029;382;01.11.2029;;28474
3295;06.10.2029;19.10.2029;247;15.10.2029;;28491
1431;06.10.2029;01.11.2029;411;21.10.2029;;28500
5453;06.10.2029;19.10.2029;542;15.10.2029;k projektu;28508
11048;07.10.2029;28.10.2029;96;21.10.2029;;28534
8231;10.10.2029;14.11.2029;513;28.10.2029;;28565
7266;11.10.2029;06.11.2029;206;26.10.2029;k projektu;28575
9858;11.10.2029;20.11.2029;423;13.11.2029;;28582
9898;11.10.2029;06.11.2029;275;20.10.2029;;28588
6030;12.10.2029;22.10.2029;458;24.10.2029;;28610
9976;13.10.2029;25.10.2029;510;22.10.2029;;28640
1998;21.10.2029;30.11.2029;551;22.11.2029;;28795
4721;21.10.2029;08.11.2029;50;05.11.2029;;28802
1836;21.10.2029;16.11.2029;277;13.11.2029;;28806
2190;25.10.2029;16.11.2029;355;07.11.2029;;28866
7395;26.10.2029;01.12.2029;517;22.11.2029;;28883
11283;02.11.2029;17.11.2029;280;15.11.2029;;28959
10464;04.11.2029;09.11.2029;295;11.11.2029;;28994
6237;04.11.2029;10.11.2029;556;12.11.2029;;29000
4513;06.11.2029;30.11.2029;255;30.11.2029;Urèeno pro seminární práci.;29058
1462;14.11.2029;20.11.2029;134;22.11.2029;;29124
3041;17.11.2029;12.12.2029;415;05.12.2029;Pro disertaci;29168
10895;18.11.2029;28.12.2029;46;14.12.2029;Pro BP;29192
9618;20.11.2029;04.12.2029;275;04.12.2029;;29237
3873;23.11.2029;28.11.2029;510;28.11.2029;Zapùjèeno pro bakaláøskou práci;29257
2916;30.11.2029;04.12.2029;505;06.12.2029;;29364
1806;30.11.2029;03.01.2030;503;22.12.2029;;29379
8527;02.12.2029;24.12.2029;394;17.12.2029;;29414
6325;05.12.2029;23.12.2029;442;14.12.2029;pohlídat si vèasné vrácení;29430
4917;05.12.2029;16.12.2029;415;13.12.2029;;29431
3622;05.12.2029;11.12.2029;460;11.12.2029;;29443
10971;07.12.2029;13.01.2030;227;04.01.2030;;29471
5075;07.12.2029;28.12.2029;434;23.12.2029;;29485
2637;07.12.2029;23.12.2029;501;18.12.2029;;29489
613;10.12.2029;06.01.2030;246;03.01.2030;;29539
687;14.12.2029;27.12.2029;295;22.12.2029;;29613
5907;15.12.2029;28.12.2029;206;25.12.2029;Urèeno pro seminární práci.;29631
1812;20.12.2029;20.01.2030;243;14.01.2030;;29719
9994;24.12.2029;28.12.2029;307;27.12.2029;;29758
7609;25.12.2029;06.01.2030;549;03.01.2030;;29804
898;26.12.2029;28.12.2029;154;28.12.2029;;29820
1513;28.12.2029;07.02.2030;415;26.01.2030;;29859
154;28.12.2029;30.01.2030;445;22.01.2030;;29887
5561;28.12.2029;02.01.2030;32;03.01.2030;;29888
3389;28.12.2029;28.01.2030;89;17.01.2030;;29902
1327;03.01.2030;15.01.2030;50;13.01.2030;;29943
6460;03.01.2030;04.02.2030;399;27.01.2030;;29946
2262;05.01.2030;25.01.2030;181;23.01.2030;k diplomce;29980
5285;09.01.2030;18.01.2030;468;15.01.2030;;30071
11487;11.01.2030;22.01.2030;447;23.01.2030;Nepsát e-mail, rovnou volat.;30087
7628;13.01.2030;24.02.2030;412;20.02.2030;Nepsát e-mail, rovnou volat.;30127
3425;13.01.2030;12.02.2030;317;30.01.2030;;30153
8344;20.01.2030;01.02.2030;72;30.01.2030;Ruèí za ni vlastní hlavou.;30265
5532;20.01.2030;10.02.2030;94;05.02.2030;;30268
2300;21.01.2030;01.02.2030;282;02.02.2030;;30283
5965;24.01.2030;01.02.2030;323;02.02.2030;;30348
3500;24.01.2030;17.02.2030;503;03.02.2030;studijní materiál;30356
1810;24.01.2030;05.02.2030;335;04.02.2030;;30363
9689;24.01.2030;09.02.2030;88;06.02.2030;k vìdeckému èlánku;30365
11407;30.01.2030;02.03.2030;565;21.02.2030;Pokud ji nevrátí v termínu, nedostane zápoèet.;30451
6198;31.01.2030;02.02.2030;440;02.02.2030;;30459
708;01.02.2030;17.02.2030;383;09.02.2030;;30478
1684;05.02.2030;28.02.2030;440;24.02.2030;;30518
1061;06.02.2030;28.02.2030;468;24.02.2030;;30538
10256;10.02.2030;22.02.2030;321;20.02.2030;;30599
3668;10.02.2030;17.02.2030;245;14.02.2030;;30606
410;13.02.2030;29.03.2030;364;;;30663
4076;15.02.2030;15.03.2030;1;;;30689
8488;18.02.2030;15.03.2030;50;;;30734
2457;19.02.2030;01.03.2030;32;;Pro BP;30736
9814;24.02.2030;19.03.2030;93;;;30821
11534;24.02.2030;08.03.2030;143;;;30823
7105;25.02.2030;01.03.2030;142;;Zapùjèeno pro bakaláøskou práci;30840
4466;28.02.2030;06.04.2030;549;;;30877
